id,beginn,lon,lat,dauer_h,sri_max
T5_Eta_007197,2006-07-07T12:50:00,13.9505,52.4934,1,6
T5_Eta_007198,2006-07-07T11:50:00,9.9479,49.7299,2,4
T5_Eta_007199,2006-07-07T11:50:00,8.8461,52.1978,2,4
T5_Eta_007200,2006-07-07T13:50:00,12.4673,48.4674,1,7
T5_Eta_007201,2006-07-07T13:50:00,9.9323,51.0783,1,7
T5_Eta_007202,2006-07-07T13:50:00,10.2741,51.1722,1,3
T5_Eta_007203,2006-07-07T13:50:00,10.5697,51.7034,1,6
T5_Eta_007204,2006-07-07T13:50:00,9.3427,51.9956,1,7
T5_Eta_007205,2006-07-07T13:50:00,11.5376,52.2527,1,10
T5_Eta_007206,2006-07-07T13:50:00,11.7559,52.3871,1,6
T5_Eta_007207,2006-07-07T13:50:00,13.7417,52.5366,1,5
T5_Eta_007208,2006-07-07T13:50:00,7.6689,52.7467,1,5
T5_Eta_007209,2006-07-07T13:50:00,14.0106,52.7684,1,5
T5_Eta_007210,2006-07-07T12:50:00,12.8926,50.8952,2,9
T5_Eta_007211,2006-07-07T12:50:00,8.2215,51.7397,2,6
T5_Eta_007212,2006-07-07T12:50:00,12.9365,52.1069,2,7
T5_Eta_007213,2006-07-07T11:50:00,9.5729,51.4806,3,5
T5_Eta_007214,2006-07-07T10:50:00,9.5293,51.6437,4,6
T5_Eta_007215,2006-07-07T14:50:00,8.9906,49.6392,1,7
T5_Eta_007216,2006-07-07T14:50:00,8.6059,49.7529,1,9
T5_Eta_007217,2006-07-07T14:50:00,8.4741,51.0398,1,7
T5_Eta_007218,2006-07-07T14:50:00,12.5361,51.4295,1,7
T5_Eta_007219,2006-07-07T14:50:00,7.6785,51.5383,1,3
T5_Eta_007220,2006-07-07T14:50:00,11.1078,51.5953,1,5
T5_Eta_007221,2006-07-07T14:50:00,12.6708,51.5719,1,7
T5_Eta_007222,2006-07-07T14:50:00,11.2332,51.6195,1,5
T5_Eta_007223,2006-07-07T14:50:00,10.6931,51.6251,1,5
T5_Eta_007224,2006-07-07T14:50:00,12.4912,52.1717,1,7
T5_Eta_007225,2006-07-07T14:50:00,10.5083,52.2639,1,6
T5_Eta_007226,2006-07-07T14:50:00,13.5767,52.5951,1,7
T5_Eta_007227,2006-07-07T14:50:00,8.1710,52.7231,1,4
T5_Eta_007228,2006-07-07T14:50:00,12.9564,53.0155,1,6
T5_Eta_007229,2006-07-07T13:50:00,9.7289,50.9152,2,7
T5_Eta_007230,2006-07-07T13:50:00,11.0910,51.5009,2,3
T5_Eta_007231,2006-07-07T13:50:00,12.5922,51.8238,2,2
T5_Eta_007232,2006-07-07T13:50:00,12.6170,51.9697,2,6
T5_Eta_007233,2006-07-07T12:50:00,10.1921,51.1981,3,5
T5_Eta_007234,2006-07-07T12:50:00,10.0837,51.6363,3,7
T5_Eta_007235,2006-07-05T15:50:00,8.7020,48.5181,48,6
T5_Eta_007236,2006-07-07T15:50:00,8.6780,50.3162,1,8
T5_Eta_007237,2006-07-07T15:50:00,7.8571,51.3278,1,5
T5_Eta_007238,2006-07-07T15:50:00,12.4702,51.4742,1,7
T5_Eta_007239,2006-07-07T15:50:00,10.8610,51.6925,1,8
T5_Eta_007240,2006-07-07T15:50:00,11.5174,51.7874,1,5
T5_Eta_007241,2006-07-07T15:50:00,11.8952,51.8235,1,6
T5_Eta_007242,2006-07-07T15:50:00,12.3029,52.3061,1,3
T5_Eta_007243,2006-07-07T15:50:00,8.1580,52.4286,1,6
T5_Eta_007244,2006-07-07T15:50:00,11.4576,52.7035,1,6
T5_Eta_007245,2006-07-07T15:50:00,11.5444,52.7281,1,5
T5_Eta_007246,2006-07-07T15:50:00,13.3316,52.7167,1,11
T5_Eta_007247,2006-07-07T14:50:00,12.4125,48.8067,2,3
T5_Eta_007248,2006-07-07T14:50:00,10.6182,52.0993,2,8
T5_Eta_007249,2006-07-07T14:50:00,11.2581,52.3259,2,8
T5_Eta_007250,2006-07-07T14:50:00,11.1291,52.2671,2,5
T5_Eta_007251,2006-07-07T14:50:00,13.4970,52.5114,2,7
T5_Eta_007252,2006-07-07T14:50:00,7.2216,52.9687,2,8
T5_Eta_007253,2006-07-07T13:50:00,8.5370,51.1695,3,4
T5_Eta_007254,2006-07-07T13:50:00,10.1677,51.8341,3,7
T5_Eta_007255,2006-07-07T12:50:00,10.1232,51.0440,4,6
T5_Eta_007256,2006-07-07T12:50:00,10.1654,51.3441,4,6
T5_Eta_007257,2006-07-07T16:50:00,7.6211,49.3073,1,6
T5_Eta_007258,2006-07-07T16:50:00,8.1366,51.2394,1,4
T5_Eta_007259,2006-07-07T16:50:00,12.0449,51.7600,1,6
T5_Eta_007260,2006-07-07T16:50:00,11.2004,51.8782,1,4
T5_Eta_007261,2006-07-07T16:50:00,10.6117,52.5311,1,4
T5_Eta_007262,2006-07-07T16:50:00,10.5856,52.6697,1,6
T5_Eta_007263,2006-07-07T15:50:00,7.9729,51.4679,2,3
T5_Eta_007264,2006-07-07T15:50:00,11.6028,51.8290,2,8
T5_Eta_007265,2006-07-07T15:50:00,10.8939,52.4511,2,3
T5_Eta_007266,2006-07-07T15:50:00,10.8100,52.5037,2,7
T5_Eta_007267,2006-07-07T11:50:00,11.6032,50.6105,6,4
T5_Eta_007268,2006-07-06T23:50:00,11.2051,50.3861,18,6
T5_Eta_007269,2006-07-07T17:50:00,7.9635,49.2311,1,3
T5_Eta_007270,2006-07-07T17:50:00,7.8833,49.2716,1,5
T5_Eta_007271,2006-07-07T17:50:00,7.9797,49.8940,1,3
T5_Eta_007272,2006-07-07T17:50:00,11.7408,51.5167,1,6
T5_Eta_007273,2006-07-07T17:50:00,12.3416,52.8851,1,7
T5_Eta_007274,2006-07-07T16:50:00,7.6419,52.5122,2,6
T5_Eta_007275,2006-07-07T16:50:00,10.7551,52.5906,2,3
T5_Eta_007276,2006-07-07T16:50:00,12.2151,52.7062,2,3
T5_Eta_007277,2006-07-07T16:50:00,12.7749,53.0904,2,6
T5_Eta_007278,2006-07-07T15:50:00,12.5181,52.9413,3,3
T5_Eta_007279,2006-07-07T15:50:00,7.5797,53.2043,3,8
T5_Eta_007280,2006-07-07T14:50:00,7.8918,53.0814,4,5
T5_Eta_007281,2006-07-07T12:50:00,9.1361,50.1512,6,6
T5_Eta_007282,2006-07-07T18:50:00,8.2240,49.2113,1,5
T5_Eta_007283,2006-07-07T16:50:00,11.4154,52.0216,3,6
T5_Eta_007284,2006-07-07T16:50:00,10.7281,52.6601,3,3
T5_Eta_007285,2006-07-07T15:50:00,11.2738,51.9806,4,4
T5_Eta_007286,2006-07-07T19:50:00,8.6002,49.2097,1,6
T5_Eta_007287,2006-07-07T19:50:00,8.5163,49.6920,1,7
T5_Eta_007288,2006-07-07T19:50:00,11.2255,53.0101,1,7
T5_Eta_007289,2006-07-07T19:50:00,11.3287,53.0694,1,3
T5_Eta_007290,2006-07-07T14:50:00,8.3106,49.0183,6,8
T5_Eta_007291,2006-07-07T11:50:00,11.6347,50.7126,9,2
T5_Eta_007292,2006-07-07T20:50:00,13.7819,53.0384,1,4
T5_Eta_007293,2006-07-07T20:50:00,13.7450,53.2311,1,5
T5_Eta_007294,2006-07-07T18:50:00,10.6317,52.8512,3,4
T5_Eta_007295,2006-07-07T17:50:00,10.5184,52.9472,4,7
T5_Eta_007296,2006-07-07T17:50:00,13.0338,53.2389,4,5
T5_Eta_007297,2006-07-07T22:50:00,10.8350,51.1774,1,3
T5_Eta_007298,2006-07-07T17:50:00,11.9287,51.1608,6,2
T5_Eta_007299,2006-07-07T17:50:00,12.1048,51.3630,6,6
T5_Eta_007300,2006-07-07T20:50:00,10.9164,53.3087,4,8
T5_Eta_007301,2006-07-07T20:50:00,11.2160,53.5574,4,3
T5_Eta_007302,2006-07-07T19:50:00,11.0972,53.5067,6,8
T5_Eta_007303,2006-07-08T02:50:00,12.9086,52.2806,3,3
T5_Eta_007304,2006-07-08T03:50:00,13.3135,52.5267,3,6
T5_Eta_007305,2006-07-08T09:50:00,10.2414,52.4291,1,4
T5_Eta_007306,2006-07-08T10:50:00,10.4549,52.4974,1,3
T5_Eta_007307,2006-07-08T10:50:00,10.5837,52.5573,1,4
T5_Eta_007308,2006-07-08T10:50:00,10.3852,52.6102,1,3
T5_Eta_007309,2006-07-07T17:50:00,12.9641,53.4412,18,5
T5_Eta_007310,2006-07-08T11:50:00,9.4998,49.8135,1,4
T5_Eta_007311,2006-07-07T19:50:00,10.7483,52.9370,18,5
T5_Eta_007312,2006-07-08T13:50:00,11.4665,50.5615,1,6
T5_Eta_007313,2006-07-08T14:50:00,11.7798,47.9119,1,7
T5_Eta_007314,2006-07-08T14:50:00,8.3575,47.9482,1,6
T5_Eta_007315,2006-07-08T14:50:00,12.0701,51.0034,1,5
T5_Eta_007316,2006-07-08T14:50:00,11.9201,51.2554,1,5
T5_Eta_007317,2006-07-08T11:50:00,10.6560,50.3662,4,5
T5_Eta_007318,2006-07-06T15:50:00,12.0708,52.6834,48,7
T5_Eta_007319,2006-07-08T15:50:00,12.1735,50.0096,1,6
T5_Eta_007320,2006-07-08T15:50:00,12.3411,50.9797,1,3
T5_Eta_007321,2006-07-08T14:50:00,10.7310,49.4382,2,5
T5_Eta_007322,2006-07-08T18:50:00,12.2640,49.3273,1,5
T5_Eta_007323,2006-07-09T10:50:00,8.3948,50.6789,1,5
T5_Eta_007324,2006-07-09T11:50:00,13.1223,49.0042,2,8
T5_Eta_007325,2006-07-09T13:50:00,12.8016,47.8256,2,3
T5_Eta_007326,2006-07-09T18:50:00,12.0938,47.6948,1,6
T5_Eta_007327,2006-07-11T11:50:00,6.7592,50.3955,1,4
T5_Eta_007328,2006-07-11T11:50:00,6.4394,50.5117,1,7
T5_Eta_007329,2006-07-11T12:50:00,7.2024,50.3847,1,6
T5_Eta_007330,2006-07-11T12:50:00,7.0125,50.4128,1,6
T5_Eta_007331,2006-07-11T12:50:00,6.6928,50.6840,1,6
T5_Eta_007332,2006-07-11T13:50:00,7.0018,50.0539,1,10
T5_Eta_007333,2006-07-11T13:50:00,6.9322,50.8894,1,4
T5_Eta_007334,2006-07-11T13:50:00,7.0357,50.9529,1,5
T5_Eta_007335,2006-07-11T15:50:00,6.3723,49.9708,1,5
T5_Eta_007336,2006-07-11T14:50:00,6.5103,50.0531,2,7
T5_Eta_007337,2006-07-11T15:50:00,6.7190,49.3546,2,7
T5_Eta_007338,2006-07-11T17:50:00,8.0375,50.0486,1,3
T5_Eta_007339,2006-07-11T17:50:00,11.0409,51.6735,1,5
T5_Eta_007340,2006-07-11T17:50:00,11.0722,51.7936,1,4
T5_Eta_007341,2006-07-11T16:50:00,9.1372,47.8589,3,7
T5_Eta_007342,2006-07-11T19:50:00,7.6868,48.0420,2,8
T5_Eta_007343,2006-07-12T00:50:00,8.8029,50.1729,2,7
T5_Eta_007344,2006-07-12T01:50:00,9.5465,50.2992,2,2
T5_Eta_007345,2006-07-12T03:50:00,8.3202,49.9607,1,7
T5_Eta_007346,2006-07-12T02:50:00,10.0139,50.3942,3,6
T5_Eta_007347,2006-07-12T01:50:00,8.0818,49.7091,6,6
T5_Eta_007348,2006-07-12T09:50:00,8.1961,47.9114,1,10
T5_Eta_007349,2006-07-12T08:50:00,13.3299,48.8695,2,9
T5_Eta_007350,2006-07-12T10:50:00,8.6456,47.9617,1,10
T5_Eta_007351,2006-07-12T10:50:00,9.1790,48.2460,1,6
T5_Eta_007352,2006-07-12T10:50:00,8.2915,48.5869,1,9
T5_Eta_007353,2006-07-12T10:50:00,13.3631,48.9529,1,8
T5_Eta_007354,2006-07-12T09:50:00,8.4027,48.6735,2,8
T5_Eta_007355,2006-07-12T09:50:00,13.5151,48.7860,2,7
T5_Eta_007356,2006-07-12T11:50:00,8.9717,47.9662,1,7
T5_Eta_007357,2006-07-12T11:50:00,11.8869,48.0525,1,9
T5_Eta_007358,2006-07-12T11:50:00,9.4436,48.2986,1,5
T5_Eta_007359,2006-07-12T11:50:00,9.3548,48.3148,1,5
T5_Eta_007360,2006-07-12T11:50:00,12.7832,48.2638,1,3
T5_Eta_007361,2006-07-12T11:50:00,12.1206,48.4091,1,8
T5_Eta_007362,2006-07-12T11:50:00,11.8308,48.4579,1,6
T5_Eta_007363,2006-07-12T10:50:00,8.8583,47.9816,2,3
T5_Eta_007364,2006-07-12T10:50:00,12.0635,48.5286,2,7
T5_Eta_007365,2006-07-12T10:50:00,12.8286,49.0481,2,5
T5_Eta_007366,2006-07-12T10:50:00,13.0363,49.0581,2,9
T5_Eta_007367,2006-07-12T12:50:00,9.5737,47.9881,1,6
T5_Eta_007368,2006-07-12T12:50:00,9.7614,48.0729,1,6
T5_Eta_007369,2006-07-12T12:50:00,8.6218,48.2725,1,10
T5_Eta_007370,2006-07-12T12:50:00,12.3932,48.3008,1,7
T5_Eta_007371,2006-07-12T12:50:00,12.3225,48.3870,1,9
T5_Eta_007372,2006-07-12T12:50:00,8.7416,48.4766,1,7
T5_Eta_007373,2006-07-12T12:50:00,12.0790,48.5788,1,6
T5_Eta_007374,2006-07-12T12:50:00,10.3974,48.7379,1,4
T5_Eta_007375,2006-07-12T11:50:00,9.1480,47.9346,2,5
T5_Eta_007376,2006-07-12T11:50:00,6.7750,49.6116,2,7
T5_Eta_007377,2006-07-12T13:50:00,12.6674,47.6956,1,3
T5_Eta_007378,2006-07-12T13:50:00,12.2650,47.8500,1,8
T5_Eta_007379,2006-07-12T13:50:00,10.7743,48.3896,1,7
T5_Eta_007380,2006-07-12T13:50:00,9.7434,48.8905,1,6
T5_Eta_007381,2006-07-12T13:50:00,12.0421,49.0785,1,8
T5_Eta_007382,2006-07-12T13:50:00,8.7264,49.3133,1,9
T5_Eta_007383,2006-07-12T12:50:00,10.4619,48.7798,2,3
T5_Eta_007384,2006-07-12T14:50:00,10.1636,47.9722,1,5
T5_Eta_007385,2006-07-12T14:50:00,9.9364,48.7895,1,7
T5_Eta_007386,2006-07-12T14:50:00,9.9619,48.8740,1,5
T5_Eta_007387,2006-07-12T14:50:00,7.5769,49.1874,1,10
T5_Eta_007388,2006-07-12T14:50:00,7.5844,49.2724,1,7
T5_Eta_007389,2006-07-12T14:50:00,8.5267,49.4289,1,8
T5_Eta_007390,2006-07-12T14:50:00,12.1413,49.4576,1,7
T5_Eta_007391,2006-07-12T14:50:00,12.0326,50.0982,1,4
T5_Eta_007392,2006-07-12T13:50:00,7.6340,49.1042,2,7
T5_Eta_007393,2006-07-12T15:50:00,10.3857,47.5940,1,9
T5_Eta_007394,2006-07-12T15:50:00,10.9386,49.3938,1,4
T5_Eta_007395,2006-07-12T15:50:00,7.5529,49.3563,1,5
T5_Eta_007396,2006-07-12T15:50:00,12.0515,49.7232,1,7
T5_Eta_007397,2006-07-12T16:50:00,7.9663,47.9903,1,7
T5_Eta_007398,2006-07-12T16:50:00,12.5854,49.0810,1,8
T5_Eta_007399,2006-07-12T16:50:00,10.6744,49.1929,1,7
T5_Eta_007400,2006-07-12T16:50:00,7.4929,49.4735,1,6
T5_Eta_007401,2006-07-12T16:50:00,13.9213,51.6046,1,6
T5_Eta_007402,2006-07-12T15:50:00,10.4927,49.1771,2,5
T5_Eta_007403,2006-07-12T17:50:00,7.9844,47.6464,1,9
T5_Eta_007404,2006-07-12T17:50:00,10.1574,49.5259,1,5
T5_Eta_007405,2006-07-12T16:50:00,10.9197,49.1568,2,8
T5_Eta_007406,2006-07-12T16:50:00,11.1967,49.3144,2,5
T5_Eta_007407,2006-07-12T16:50:00,10.6392,49.4135,2,6
T5_Eta_007408,2006-07-12T16:50:00,10.8616,49.4455,2,9
T5_Eta_007409,2006-07-12T18:50:00,10.5913,48.8551,1,7
T5_Eta_007410,2006-07-12T18:50:00,10.6821,48.9051,1,5
T5_Eta_007411,2006-07-12T18:50:00,11.5079,49.2926,1,6
T5_Eta_007412,2006-07-12T17:50:00,7.7793,47.5323,2,9
T5_Eta_007413,2006-07-12T19:50:00,10.7309,48.7695,1,6
T5_Eta_007414,2006-07-12T16:50:00,10.6542,49.5237,4,5
T5_Eta_007415,2006-07-12T16:50:00,10.7631,49.7351,4,8
T5_Eta_007416,2006-07-13T09:50:00,8.1651,48.0368,1,7
T5_Eta_007417,2006-07-13T09:50:00,8.2003,48.6273,1,8
T5_Eta_007418,2006-07-13T09:50:00,6.9157,49.4976,1,4
T5_Eta_007419,2006-07-13T09:50:00,7.4136,49.8623,1,6
T5_Eta_007420,2006-07-13T09:50:00,12.3530,50.3292,1,7
T5_Eta_007421,2006-07-13T09:50:00,10.9699,51.6140,1,9
T5_Eta_007422,2006-07-13T08:50:00,6.8150,49.6046,2,7
T5_Eta_007423,2006-07-13T10:50:00,7.9230,47.8632,1,8
T5_Eta_007424,2006-07-13T10:50:00,8.1846,48.1550,1,8
T5_Eta_007425,2006-07-13T10:50:00,7.7286,49.2508,1,7
T5_Eta_007426,2006-07-13T10:50:00,9.8932,50.4538,1,6
T5_Eta_007427,2006-07-13T10:50:00,9.2357,50.4763,1,7
T5_Eta_007428,2006-07-13T10:50:00,12.6438,50.4663,1,6
T5_Eta_007429,2006-07-13T10:50:00,10.4327,50.7177,1,7
T5_Eta_007430,2006-07-13T09:50:00,8.4247,48.7583,2,6
T5_Eta_007431,2006-07-13T09:50:00,6.8863,49.6922,2,8
T5_Eta_007432,2006-07-13T09:50:00,10.7940,50.5614,2,4
T5_Eta_007433,2006-07-13T09:50:00,10.8887,50.5862,2,4
T5_Eta_007434,2006-07-13T02:50:00,6.5675,49.8677,9,10
T5_Eta_007435,2006-07-13T11:50:00,8.3292,48.3094,1,9
T5_Eta_007436,2006-07-13T11:50:00,8.5120,48.8190,1,5
T5_Eta_007437,2006-07-13T11:50:00,8.6956,49.4486,1,7
T5_Eta_007438,2006-07-13T11:50:00,11.3986,50.5455,1,5
T5_Eta_007439,2006-07-13T11:50:00,10.1758,50.6587,1,10
T5_Eta_007440,2006-07-13T11:50:00,9.8224,51.2411,1,7
T5_Eta_007441,2006-07-13T11:50:00,10.6519,51.6426,1,4
T5_Eta_007442,2006-07-13T10:50:00,7.8935,48.1736,2,4
T5_Eta_007443,2006-07-13T10:50:00,6.9137,49.8378,2,8
T5_Eta_007444,2006-07-13T10:50:00,7.8932,50.0198,2,6
T5_Eta_007445,2006-07-13T12:50:00,8.6018,48.1291,1,7
T5_Eta_007446,2006-07-13T12:50:00,7.1369,49.1741,1,10
T5_Eta_007447,2006-07-13T12:50:00,7.5041,50.0864,1,9
T5_Eta_007448,2006-07-13T12:50:00,11.4925,50.2111,1,7
T5_Eta_007449,2006-07-13T12:50:00,7.6196,50.1493,1,5
T5_Eta_007450,2006-07-13T12:50:00,11.6113,50.4907,1,10
T5_Eta_007451,2006-07-13T12:50:00,9.8109,50.8127,1,6
T5_Eta_007452,2006-07-13T12:50:00,11.1707,51.4054,1,5
T5_Eta_007453,2006-07-13T11:50:00,8.4455,48.2527,2,7
T5_Eta_007454,2006-07-13T11:50:00,8.6415,48.7873,2,8
T5_Eta_007455,2006-07-13T11:50:00,6.9725,49.9251,2,5
T5_Eta_007456,2006-07-13T11:50:00,7.1019,49.9634,2,6
T5_Eta_007457,2006-07-13T11:50:00,10.1767,50.8384,2,5
T5_Eta_007458,2006-07-13T10:50:00,7.0044,49.6963,3,6
T5_Eta_007459,2006-07-13T10:50:00,7.3782,49.9891,3,4
T5_Eta_007460,2006-07-13T13:50:00,8.7373,48.2238,1,4
T5_Eta_007461,2006-07-13T13:50:00,11.3682,50.0938,1,7
T5_Eta_007462,2006-07-13T13:50:00,7.4856,50.1627,1,8
T5_Eta_007463,2006-07-13T13:50:00,11.6725,50.6520,1,7
T5_Eta_007464,2006-07-13T13:50:00,11.5950,50.7304,1,8
T5_Eta_007465,2006-07-13T12:50:00,7.7192,48.9795,2,9
T5_Eta_007466,2006-07-13T12:50:00,7.7642,50.1786,2,6
T5_Eta_007467,2006-07-13T12:50:00,10.4255,51.2574,2,9
T5_Eta_007468,2006-07-13T12:50:00,10.2330,51.1637,2,3
T5_Eta_007469,2006-07-13T12:50:00,10.6030,51.2135,2,5
T5_Eta_007470,2006-07-13T14:50:00,9.1567,48.6841,1,11
T5_Eta_007471,2006-07-13T14:50:00,8.0630,49.0639,1,6
T5_Eta_007472,2006-07-13T14:50:00,7.9187,49.1030,1,6
T5_Eta_007473,2006-07-13T14:50:00,8.7603,49.8573,1,7
T5_Eta_007474,2006-07-13T14:50:00,10.5292,49.9239,1,6
T5_Eta_007475,2006-07-13T14:50:00,7.6913,50.2791,1,7
T5_Eta_007476,2006-07-13T14:50:00,11.2972,51.0948,1,4
T5_Eta_007477,2006-07-13T14:50:00,11.0703,51.2693,1,6
T5_Eta_007478,2006-07-13T14:50:00,10.4159,51.6096,1,9
T5_Eta_007479,2006-07-13T14:50:00,14.4980,51.6645,1,6
T5_Eta_007480,2006-07-13T14:50:00,10.7140,51.9779,1,5
T5_Eta_007481,2006-07-13T13:50:00,7.9031,49.3823,2,5
T5_Eta_007482,2006-07-13T13:50:00,7.4499,49.7187,2,6
T5_Eta_007483,2006-07-13T13:50:00,10.2648,49.9166,2,6
T5_Eta_007484,2006-07-13T13:50:00,7.2749,50.1309,2,6
T5_Eta_007485,2006-07-13T13:50:00,8.0959,50.7158,2,4
T5_Eta_007486,2006-07-13T13:50:00,10.9574,51.1505,2,9
T5_Eta_007487,2006-07-13T13:50:00,10.9864,51.2102,2,4
T5_Eta_007488,2006-07-13T13:50:00,9.9179,51.4300,2,6
T5_Eta_007489,2006-07-13T12:50:00,7.3418,49.3926,3,10
T5_Eta_007490,2006-07-13T15:50:00,7.8195,49.4737,1,5
T5_Eta_007491,2006-07-13T15:50:00,7.8940,49.5434,1,9
T5_Eta_007492,2006-07-13T15:50:00,8.5787,49.7780,1,8
T5_Eta_007493,2006-07-13T15:50:00,11.5867,51.1588,1,7
T5_Eta_007494,2006-07-13T15:50:00,11.9659,51.3403,1,6
T5_Eta_007495,2006-07-13T15:50:00,12.3456,51.4689,1,7
T5_Eta_007496,2006-07-13T15:50:00,14.0722,51.7102,1,9
T5_Eta_007497,2006-07-13T15:50:00,14.2414,51.7284,1,6
T5_Eta_007498,2006-07-13T15:50:00,10.6033,52.0477,1,7
T5_Eta_007499,2006-07-13T15:50:00,13.3348,52.0072,1,6
T5_Eta_007500,2006-07-13T14:50:00,7.4604,49.5660,2,10
T5_Eta_007501,2006-07-13T14:50:00,11.4479,51.1097,2,8
T5_Eta_007502,2006-07-13T14:50:00,11.3394,51.1285,2,3
T5_Eta_007503,2006-07-13T13:50:00,7.8319,50.3851,3,9
T5_Eta_007504,2006-07-13T13:50:00,11.2598,51.1982,3,7
T5_Eta_007505,2006-07-13T12:50:00,11.2232,51.3275,4,6
T5_Eta_007506,2006-07-13T16:50:00,13.5802,51.7995,1,8
T5_Eta_007507,2006-07-13T15:50:00,9.3120,47.8773,2,8
T5_Eta_007508,2006-07-13T15:50:00,8.8432,48.9001,2,6
T5_Eta_007509,2006-07-13T15:50:00,8.7335,50.6415,2,6
T5_Eta_007510,2006-07-13T15:50:00,11.9480,51.2634,2,7
T5_Eta_007511,2006-07-13T15:50:00,12.0015,51.4856,2,8
T5_Eta_007512,2006-07-13T15:50:00,13.9664,52.2590,2,4
T5_Eta_007513,2006-07-13T14:50:00,8.4706,49.8443,3,7
T5_Eta_007514,2006-07-13T14:50:00,8.5056,49.9555,3,8
T5_Eta_007515,2006-07-13T14:50:00,8.7257,50.4790,3,8
T5_Eta_007516,2006-07-13T17:50:00,9.0260,49.2917,1,8
T5_Eta_007517,2006-07-13T16:50:00,13.1627,51.3412,2,3
T5_Eta_007518,2006-07-13T16:50:00,12.8807,51.4279,2,6
T5_Eta_007519,2006-07-13T16:50:00,11.8731,51.6690,2,7
T5_Eta_007520,2006-07-13T16:50:00,13.9158,51.9327,2,5
T5_Eta_007521,2006-07-13T16:50:00,13.9893,52.3359,2,8
T5_Eta_007522,2006-07-13T18:50:00,13.2839,51.6123,1,4
T5_Eta_007523,2006-07-13T17:50:00,12.8103,51.5849,2,5
T5_Eta_007524,2006-07-13T17:50:00,12.9637,51.5973,2,4
T5_Eta_007525,2006-07-13T17:50:00,13.1019,51.5928,2,3
T5_Eta_007526,2006-07-13T18:50:00,12.9343,51.7447,2,6
T5_Eta_007527,2006-07-13T20:50:00,11.2803,51.7738,1,5
T5_Eta_007528,2006-07-13T21:50:00,8.5808,49.3789,1,7
T5_Eta_007529,2006-07-13T16:50:00,13.6909,52.1924,6,4
T5_Eta_007530,2006-07-13T17:50:00,13.8621,52.0818,6,3
T5_Eta_007531,2006-07-13T21:50:00,8.5307,49.3272,3,6
T5_Eta_007532,2006-07-13T22:50:00,8.6323,49.0408,3,6
T5_Eta_007533,2006-07-13T21:50:00,8.5497,49.1750,6,6
T5_Eta_007534,2006-07-14T09:50:00,11.7700,47.9709,1,7
T5_Eta_007535,2006-07-14T09:50:00,13.1323,48.9700,1,6
T5_Eta_007536,2006-07-14T10:50:00,9.7348,48.2916,1,7
T5_Eta_007537,2006-07-14T10:50:00,8.0758,48.3126,1,6
T5_Eta_007538,2006-07-14T10:50:00,13.0017,48.7884,1,8
T5_Eta_007539,2006-07-14T10:50:00,13.3616,48.7921,1,7
T5_Eta_007540,2006-07-14T09:50:00,13.5159,48.7945,2,6
T5_Eta_007541,2006-07-14T09:50:00,9.4200,48.1890,3,8
T5_Eta_007542,2006-07-14T12:50:00,7.8416,47.7520,1,10
T5_Eta_007543,2006-07-14T12:50:00,12.6414,48.2262,1,3
T5_Eta_007544,2006-07-14T11:50:00,9.5444,48.3413,2,4
T5_Eta_007545,2006-07-14T11:50:00,9.7594,48.4011,2,4
T5_Eta_007546,2006-07-14T13:50:00,7.7009,47.8071,1,5
T5_Eta_007547,2006-07-14T13:50:00,11.9234,48.0264,1,8
T5_Eta_007548,2006-07-14T13:50:00,12.3758,48.2255,1,10
T5_Eta_007549,2006-07-14T13:50:00,12.5502,48.1868,1,4
T5_Eta_007550,2006-07-14T14:50:00,11.3244,48.1555,2,6
T5_Eta_007551,2006-07-14T16:50:00,10.8819,48.1023,1,6
T5_Eta_007552,2006-07-20T12:50:00,8.9706,51.7941,1,6
T5_Eta_007553,2006-07-20T13:50:00,8.3009,50.3781,1,8
T5_Eta_007554,2006-07-20T13:50:00,7.3638,50.5606,1,8
T5_Eta_007555,2006-07-20T14:50:00,9.0174,50.1159,1,4
T5_Eta_007556,2006-07-20T14:50:00,9.1335,50.2620,1,6
T5_Eta_007557,2006-07-20T14:50:00,9.2650,50.3570,1,6
T5_Eta_007558,2006-07-20T14:50:00,8.4388,50.9107,1,4
T5_Eta_007559,2006-07-20T14:50:00,8.5360,51.5301,1,7
T5_Eta_007560,2006-07-20T15:50:00,9.3832,50.4859,1,5
T5_Eta_007561,2006-07-20T15:50:00,9.5989,52.8525,1,8
T5_Eta_007562,2006-07-20T16:50:00,9.4482,48.8553,1,7
T5_Eta_007563,2006-07-20T14:50:00,8.6767,51.4635,3,9
T5_Eta_007564,2006-07-20T13:50:00,8.9625,51.5961,4,6
T5_Eta_007565,2006-07-20T17:50:00,11.0167,52.2857,1,4
T5_Eta_007566,2006-07-20T17:50:00,9.5606,53.6076,1,9
T5_Eta_007567,2006-07-20T17:50:00,9.7063,53.7213,1,5
T5_Eta_007568,2006-07-20T14:50:00,9.2608,52.5648,4,6
T5_Eta_007569,2006-07-20T18:50:00,10.4663,49.1349,1,7
T5_Eta_007570,2006-07-20T18:50:00,9.4614,53.3897,1,5
T5_Eta_007571,2006-07-20T18:50:00,9.6451,53.9476,1,7
T5_Eta_007572,2006-07-20T17:50:00,9.2851,52.7640,2,7
T5_Eta_007573,2006-07-20T15:50:00,9.3098,52.9635,4,7
